"ano";"semestre";"campus";"unidade_academica";"curso";"habilitacao";"formato";"diplomados"
2004;1;"OURO PRETO";"ESCOLA DE DIREITO, TURISMO E MUSEOLOGIA";"TURISMO-TUR";"";"PRESENCIAL";31
2004;1;"OURO PRETO";"ESCOLA DE FARMACIA";"FARMACIA-FAR";"INDUSTRIA";"PRESENCIAL";17
2004;1;"OURO PRETO";"ESCOLA DE FARMACIA";"FARMACIA-FAR";"ANALISES CLINICAS";"PRESENCIAL";27
2004;1;"OURO PRETO";"ESCOLA DE FARMACIA";"FARMACIA-FAR";"";"PRESENCIAL";36
2004;1;"OURO PRETO";"ESCOLA DE MINAS";"ENGENHARIA CIVIL-CIV";"";"PRESENCIAL";13
2004;1;"OURO PRETO";"ESCOLA DE MINAS";"ENGENHARIA DE MINAS-MIN";"";"PRESENCIAL";15
2004;1;"OURO PRETO";"ESCOLA DE MINAS";"ENGENHARIA DE PRODUCAO-PRO";"";"PRESENCIAL";8
2004;1;"OURO PRETO";"ESCOLA DE MINAS";"ENGENHARIA GEOLOGICA-GEO";"";"PRESENCIAL";13
2004;1;"OURO PRETO";"ESCOLA DE MINAS";"ENGENHARIA METALURGICA-MET";"";"PRESENCIAL";16
2004;1;"OURO PRETO";"ESCOLA DE NUTRICAO";"NUTRICAO-NUT";"";"PRESENCIAL";24
2004;1;"OURO PRETO";"INSTITUTO DE CIENCIAS EXATAS E BIOLOGICAS";"CIENCIA DA COMPUTACAO-COM";"";"PRESENCIAL";6
2004;1;"OURO PRETO";"INSTITUTO DE CIENCIAS EXATAS E BIOLOGICAS";"CIENCIAS BIOLOGICAS-CBI";"LICENCIATURA";"PRESENCIAL";19
2004;1;"OURO PRETO";"INSTITUTO DE CIENCIAS EXATAS E BIOLOGICAS";"CIENCIAS BIOLOGICAS-CBI";"BACHARELADO";"PRESENCIAL";18
2004;1;"OURO PRETO";"INSTITUTO DE CIENCIAS EXATAS E BIOLOGICAS";"FISICA-FIS";"";"PRESENCIAL";1
2004;1;"OURO PRETO";"INSTITUTO DE CIENCIAS EXATAS E BIOLOGICAS";"LICENCIATURA CIENCIAS BIOLOGICAS - ITABIRITO-BIT";"";"PRESENCIAL";1
2004;1;"OURO PRETO";"INSTITUTO DE CIENCIAS EXATAS E BIOLOGICAS";"LICENCIATURA CIENCIAS NATUREZA E MATEMATICA-CSB";"";"PRESENCIAL";69
2004;1;"OURO PRETO";"INSTITUTO DE CIENCIAS EXATAS E BIOLOGICAS";"MATEMATICA-MAT";"BACHARELADO";"PRESENCIAL";1
2004;1;"OURO PRETO";"INSTITUTO DE CIENCIAS EXATAS E BIOLOGICAS";"MATEMATICA-MAT";"LICENCIATURA";"PRESENCIAL";4
2004;1;"OURO PRETO";"INSTITUTO DE CIENCIAS EXATAS E BIOLOGICAS";"QUIMICA INDUSTRIAL-QUI";"";"PRESENCIAL";6
2004;1;"OURO PRETO";"INSTITUTO DE FILOSOFIA, ARTES E CULTURA";"ARTES CENICAS-ACE";"DIRECAO TEATRAL";"PRESENCIAL";6
2004;1;"OURO PRETO";"INSTITUTO DE FILOSOFIA, ARTES E CULTURA";"FILOSOFIA-FIL";"LICENCIATURA";"PRESENCIAL";6
2004;1;"OURO PRETO";"INSTITUTO DE FILOSOFIA, ARTES E CULTURA";"FILOSOFIA-FIL";"BACHARELADO";"PRESENCIAL";12
2004;1;"OURO PRETO";"INSTITUTO DE FILOSOFIA, ARTES E CULTURA";"MUSICA-MUS";"";"PRESENCIAL";3
2004;2;"MARIANA";"INSTITUTO DE CIENCIAS HUMANAS E SOCIAIS";"HISTORIA-HIS";"BACHARELADO";"PRESENCIAL";10
2004;2;"MARIANA";"INSTITUTO DE CIENCIAS HUMANAS E SOCIAIS";"HISTORIA-HIS";"LICENCIATURA";"PRESENCIAL";41
2004;2;"MARIANA";"INSTITUTO DE CIENCIAS HUMANAS E SOCIAIS";"LETRAS-LET";"BACHARELADO EM ESTUDOS LITERARIOS";"PRESENCIAL";1
2004;2;"MARIANA";"INSTITUTO DE CIENCIAS HUMANAS E SOCIAIS";"LETRAS-LET";"LICENCIATURA EM LINGUA PORTUGUESA";"PRESENCIAL";11
2004;2;"MARIANA";"INSTITUTO DE CIENCIAS HUMANAS E SOCIAIS";"LETRAS-LET";"BACHARELADO EM ESTUDOS LINGUISTICOS";"PRESENCIAL";7
2004;2;"MARIANA";"INSTITUTO DE CIENCIAS HUMANAS E SOCIAIS";"LETRAS-LET";"BACHARELADO EM TRADUCAO";"PRESENCIAL";6
2004;2;"MARIANA";"INSTITUTO DE CIENCIAS HUMANAS E SOCIAIS";"LETRAS-LET";"LICENCIATURA EM LINGUA INGLESA";"PRESENCIAL";18
2004;2;"OURO PRETO";"CENTRO DE EDUCACAO ABERTA E A DISTANCIA";"LICENCIATURA EM EDUCACAO BASICA - ANOS INICIAIS-D01";"";"DISTANCIA";902
2004;2;"OURO PRETO";"ESCOLA DE DIREITO, TURISMO E MUSEOLOGIA";"DIREITO-DIR";"";"PRESENCIAL";31
2004;2;"OURO PRETO";"ESCOLA DE DIREITO, TURISMO E MUSEOLOGIA";"TURISMO-TUR";"";"PRESENCIAL";6
2004;2;"OURO PRETO";"ESCOLA DE FARMACIA";"FARMACIA-FAR";"ANALISES CLINICAS";"PRESENCIAL";26
2004;2;"OURO PRETO";"ESCOLA DE FARMACIA";"FARMACIA-FAR";"INDUSTRIA";"PRESENCIAL";12
2004;2;"OURO PRETO";"ESCOLA DE FARMACIA";"FARMACIA-FAR";"";"PRESENCIAL";37
2004;2;"OURO PRETO";"ESCOLA DE MINAS";"ENGENHARIA CIVIL-CIV";"";"PRESENCIAL";15
2004;2;"OURO PRETO";"ESCOLA DE MINAS";"ENGENHARIA DE MINAS-MIN";"";"PRESENCIAL";20
2004;2;"OURO PRETO";"ESCOLA DE MINAS";"ENGENHARIA DE PRODUCAO-PRO";"";"PRESENCIAL";38
2004;2;"OURO PRETO";"ESCOLA DE MINAS";"ENGENHARIA GEOLOGICA-GEO";"";"PRESENCIAL";18
2004;2;"OURO PRETO";"ESCOLA DE MINAS";"ENGENHARIA METALURGICA-MET";"";"PRESENCIAL";17
2004;2;"OURO PRETO";"ESCOLA DE NUTRICAO";"NUTRICAO-NUT";"";"PRESENCIAL";25
2004;2;"OURO PRETO";"INSTITUTO DE CIENCIAS EXATAS E BIOLOGICAS";"CIENCIA DA COMPUTACAO-COM";"";"PRESENCIAL";9
2004;2;"OURO PRETO";"INSTITUTO DE CIENCIAS EXATAS E BIOLOGICAS";"CIENCIAS BIOLOGICAS-CBI";"LICENCIATURA";"PRESENCIAL";4
2004;2;"OURO PRETO";"INSTITUTO DE CIENCIAS EXATAS E BIOLOGICAS";"CIENCIAS BIOLOGICAS-CBI";"BACHARELADO";"PRESENCIAL";9
2004;2;"OURO PRETO";"INSTITUTO DE CIENCIAS EXATAS E BIOLOGICAS";"FISICA-FIS";"";"PRESENCIAL";10
2004;2;"OURO PRETO";"INSTITUTO DE CIENCIAS EXATAS E BIOLOGICAS";"LICENCIATURA CIENCIAS NATUREZA E MATEMATICA-CSB";"";"PRESENCIAL";1
2004;2;"OURO PRETO";"INSTITUTO DE CIENCIAS EXATAS E BIOLOGICAS";"MATEMATICA-MAT";"BACHARELADO";"PRESENCIAL";1
2004;2;"OURO PRETO";"INSTITUTO DE CIENCIAS EXATAS E BIOLOGICAS";"MATEMATICA-MAT";"LICENCIATURA";"PRESENCIAL";12
2004;2;"OURO PRETO";"INSTITUTO DE CIENCIAS EXATAS E BIOLOGICAS";"QUIMICA INDUSTRIAL-QUI";"";"PRESENCIAL";15
2004;2;"OURO PRETO";"INSTITUTO DE FILOSOFIA, ARTES E CULTURA";"ARTES CENICAS-ACE";"LICENCIATURA";"PRESENCIAL";10
2004;2;"OURO PRETO";"INSTITUTO DE FILOSOFIA, ARTES E CULTURA";"ARTES CENICAS-ACE";"DIRECAO TEATRAL";"PRESENCIAL";3
2004;2;"OURO PRETO";"INSTITUTO DE FILOSOFIA, ARTES E CULTURA";"FILOSOFIA-FIL";"LICENCIATURA";"PRESENCIAL";3
2004;2;"OURO PRETO";"INSTITUTO DE FILOSOFIA, ARTES E CULTURA";"FILOSOFIA-FIL";"BACHARELADO";"PRESENCIAL";7
2004;2;"OURO PRETO";"INSTITUTO DE FILOSOFIA, ARTES E CULTURA";"MUSICA-MUS";"";"PRESENCIAL";6
2005;1;"MARIANA";"INSTITUTO DE CIENCIAS HUMANAS E SOCIAIS";"HISTORIA-HIS";"BACHARELADO";"PRESENCIAL";11
2005;1;"MARIANA";"INSTITUTO DE CIENCIAS HUMANAS E SOCIAIS";"HISTORIA-HIS";"LICENCIATURA";"PRESENCIAL";22
2005;1;"MARIANA";"INSTITUTO DE CIENCIAS HUMANAS E SOCIAIS";"LETRAS-LET";"BACHARELADO EM TRADUCAO";"PRESENCIAL";2
2005;1;"MARIANA";"INSTITUTO DE CIENCIAS HUMANAS E SOCIAIS";"LETRAS-LET";"LICENCIATURA EM LINGUA INGLESA";"PRESENCIAL";6
2005;1;"MARIANA";"INSTITUTO DE CIENCIAS HUMANAS E SOCIAIS";"LETRAS-LET";"BACHARELADO EM ESTUDOS LINGUISTICOS";"PRESENCIAL";5
2005;1;"MARIANA";"INSTITUTO DE CIENCIAS HUMANAS E SOCIAIS";"LETRAS-LET";"LICENCIATURA EM LINGUA PORTUGUESA";"PRESENCIAL";26
2005;1;"MARIANA";"INSTITUTO DE CIENCIAS HUMANAS E SOCIAIS";"LETRAS-LET";"BACHARELADO EM ESTUDOS LITERARIOS";"PRESENCIAL";6
2005;1;"OURO PRETO";"CENTRO DE EDUCACAO ABERTA E A DISTANCIA";"LICENCIATURA EM EDUCACAO BASICA - ANOS INICIAIS-D01";"";"DISTANCIA";451
2005;1;"OURO PRETO";"ESCOLA DE DIREITO, TURISMO E MUSEOLOGIA";"DIREITO-DIR";"";"PRESENCIAL";33
2005;1;"OURO PRETO";"ESCOLA DE DIREITO, TURISMO E MUSEOLOGIA";"TURISMO-TUR";"";"PRESENCIAL";21
2005;1;"OURO PRETO";"ESCOLA DE FARMACIA";"FARMACIA-FAR";"INDUSTRIA";"PRESENCIAL";14
2005;1;"OURO PRETO";"ESCOLA DE FARMACIA";"FARMACIA-FAR";"";"PRESENCIAL";47
2005;1;"OURO PRETO";"ESCOLA DE FARMACIA";"FARMACIA-FAR";"ANALISES CLINICAS";"PRESENCIAL";25
2005;1;"OURO PRETO";"ESCOLA DE MINAS";"ENGENHARIA AMBIENTAL-AMB";"";"PRESENCIAL";19
2005;1;"OURO PRETO";"ESCOLA DE MINAS";"ENGENHARIA CIVIL-CIV";"";"PRESENCIAL";16
2005;1;"OURO PRETO";"ESCOLA DE MINAS";"ENGENHARIA DE CONTROLE E AUTOMACAO-AUT";"";"PRESENCIAL";25
2005;1;"OURO PRETO";"ESCOLA DE MINAS";"ENGENHARIA DE MINAS-MIN";"";"PRESENCIAL";14
2005;1;"OURO PRETO";"ESCOLA DE MINAS";"ENGENHARIA DE PRODUCAO-PRO";"";"PRESENCIAL";5
2005;1;"OURO PRETO";"ESCOLA DE MINAS";"ENGENHARIA GEOLOGICA-GEO";"";"PRESENCIAL";10
2005;1;"OURO PRETO";"ESCOLA DE MINAS";"ENGENHARIA METALURGICA-MET";"";"PRESENCIAL";16
2005;1;"OURO PRETO";"ESCOLA DE NUTRICAO";"NUTRICAO-NUT";"";"PRESENCIAL";28
2005;1;"OURO PRETO";"INSTITUTO DE CIENCIAS EXATAS E BIOLOGICAS";"CIENCIAS BIOLOGICAS-CBI";"BACHARELADO";"PRESENCIAL";21
2005;1;"OURO PRETO";"INSTITUTO DE CIENCIAS EXATAS E BIOLOGICAS";"CIENCIAS BIOLOGICAS-CBI";"LICENCIATURA";"PRESENCIAL";25
2005;1;"OURO PRETO";"INSTITUTO DE CIENCIAS EXATAS E BIOLOGICAS";"FISICA-FIS";"";"PRESENCIAL";2
2005;1;"OURO PRETO";"INSTITUTO DE CIENCIAS EXATAS E BIOLOGICAS";"LICENCIATURA CIENCIAS NATUREZA MATEMATICA (ITAB.)-CIT";"";"PRESENCIAL";1
2005;1;"OURO PRETO";"INSTITUTO DE CIENCIAS EXATAS E BIOLOGICAS";"MATEMATICA-MAT";"LICENCIATURA";"PRESENCIAL";4
2005;1;"OURO PRETO";"INSTITUTO DE CIENCIAS EXATAS E BIOLOGICAS";"QUIMICA INDUSTRIAL-QUI";"";"PRESENCIAL";2
2005;1;"OURO PRETO";"INSTITUTO DE FILOSOFIA, ARTES E CULTURA";"ARTES CENICAS-ACE";"LICENCIATURA";"PRESENCIAL";2
2005;1;"OURO PRETO";"INSTITUTO DE FILOSOFIA, ARTES E CULTURA";"ARTES CENICAS-ACE";"DIRECAO TEATRAL";"PRESENCIAL";8
2005;1;"OURO PRETO";"INSTITUTO DE FILOSOFIA, ARTES E CULTURA";"FILOSOFIA-FIL";"LICENCIATURA";"PRESENCIAL";2
2005;1;"OURO PRETO";"INSTITUTO DE FILOSOFIA, ARTES E CULTURA";"FILOSOFIA-FIL";"BACHARELADO";"PRESENCIAL";3
2005;1;"OURO PRETO";"INSTITUTO DE FILOSOFIA, ARTES E CULTURA";"MUSICA-MUS";"";"PRESENCIAL";4
2005;2;"MARIANA";"INSTITUTO DE CIENCIAS HUMANAS E SOCIAIS";"HISTORIA-HIS";"BACHARELADO";"PRESENCIAL";5
2005;2;"MARIANA";"INSTITUTO DE CIENCIAS HUMANAS E SOCIAIS";"HISTORIA-HIS";"LICENCIATURA";"PRESENCIAL";16
2005;2;"MARIANA";"INSTITUTO DE CIENCIAS HUMANAS E SOCIAIS";"LETRAS-LET";"LICENCIATURA EM LINGUA INGLESA";"PRESENCIAL";1
2005;2;"MARIANA";"INSTITUTO DE CIENCIAS HUMANAS E SOCIAIS";"LETRAS-LET";"BACHARELADO EM ESTUDOS LITERARIOS";"PRESENCIAL";3
2005;2;"MARIANA";"INSTITUTO DE CIENCIAS HUMANAS E SOCIAIS";"LETRAS-LET";"BACHARELADO EM TRADUCAO";"PRESENCIAL";2
2005;2;"MARIANA";"INSTITUTO DE CIENCIAS HUMANAS E SOCIAIS";"LETRAS-LET";"BACHARELADO EM ESTUDOS LINGUISTICOS";"PRESENCIAL";1
2005;2;"MARIANA";"INSTITUTO DE CIENCIAS HUMANAS E SOCIAIS";"LETRAS-LET";"LICENCIATURA EM LINGUA PORTUGUESA";"PRESENCIAL";9
2005;2;"OURO PRETO";"CENTRO DE EDUCACAO ABERTA E A DISTANCIA";"LICENCIATURA EM EDUCACAO BASICA - ANOS INICIAIS-D01";"";"DISTANCIA";1264
2005;2;"OURO PRETO";"ESCOLA DE DIREITO, TURISMO E MUSEOLOGIA";"DIREITO-DIR";"";"PRESENCIAL";40
2005;2;"OURO PRETO";"ESCOLA DE DIREITO, TURISMO E MUSEOLOGIA";"TURISMO-TUR";"";"PRESENCIAL";7
2005;2;"OURO PRETO";"ESCOLA DE FARMACIA";"FARMACIA-FAR";"ANALISES CLINICAS";"PRESENCIAL";15
2005;2;"OURO PRETO";"ESCOLA DE FARMACIA";"FARMACIA-FAR";"";"PRESENCIAL";34
2005;2;"OURO PRETO";"ESCOLA DE FARMACIA";"FARMACIA-FAR";"INDUSTRIA";"PRESENCIAL";12
2005;2;"OURO PRETO";"ESCOLA DE MINAS";"ENGENHARIA AMBIENTAL-AMB";"";"PRESENCIAL";6
2005;2;"OURO PRETO";"ESCOLA DE MINAS";"ENGENHARIA CIVIL-CIV";"";"PRESENCIAL";28
2005;2;"OURO PRETO";"ESCOLA DE MINAS";"ENGENHARIA DE CONTROLE E AUTOMACAO-AUT";"";"PRESENCIAL";4
2005;2;"OURO PRETO";"ESCOLA DE MINAS";"ENGENHARIA DE MINAS-MIN";"";"PRESENCIAL";26
2005;2;"OURO PRETO";"ESCOLA DE MINAS";"ENGENHARIA DE PRODUCAO-PRO";"";"PRESENCIAL";26
2005;2;"OURO PRETO";"ESCOLA DE MINAS";"ENGENHARIA GEOLOGICA-GEO";"";"PRESENCIAL";16
2005;2;"OURO PRETO";"ESCOLA DE MINAS";"ENGENHARIA METALURGICA-MET";"";"PRESENCIAL";17
2005;2;"OURO PRETO";"ESCOLA DE NUTRICAO";"NUTRICAO-NUT";"";"PRESENCIAL";27
2005;2;"OURO PRETO";"INSTITUTO DE CIENCIAS EXATAS E BIOLOGICAS";"CIENCIA DA COMPUTACAO-COM";"";"PRESENCIAL";22
2005;2;"OURO PRETO";"INSTITUTO DE CIENCIAS EXATAS E BIOLOGICAS";"CIENCIAS BIOLOGICAS-CBI";"LICENCIATURA";"PRESENCIAL";13
2005;2;"OURO PRETO";"INSTITUTO DE CIENCIAS EXATAS E BIOLOGICAS";"CIENCIAS BIOLOGICAS-CBI";"BACHARELADO";"PRESENCIAL";5
2005;2;"OURO PRETO";"INSTITUTO DE CIENCIAS EXATAS E BIOLOGICAS";"FISICA-FIS";"";"PRESENCIAL";5
2005;2;"OURO PRETO";"INSTITUTO DE CIENCIAS EXATAS E BIOLOGICAS";"MATEMATICA-MAT";"BACHARELADO";"PRESENCIAL";1
2005;2;"OURO PRETO";"INSTITUTO DE CIENCIAS EXATAS E BIOLOGICAS";"MATEMATICA-MAT";"LICENCIATURA";"PRESENCIAL";6
2005;2;"OURO PRETO";"INSTITUTO DE CIENCIAS EXATAS E BIOLOGICAS";"QUIMICA INDUSTRIAL-QUI";"";"PRESENCIAL";16
2005;2;"OURO PRETO";"INSTITUTO DE FILOSOFIA, ARTES E CULTURA";"ARTES CENICAS-ACE";"DIRECAO TEATRAL";"PRESENCIAL";3
2005;2;"OURO PRETO";"INSTITUTO DE FILOSOFIA, ARTES E CULTURA";"ARTES CENICAS-ACE";"LICENCIATURA";"PRESENCIAL";3
2005;2;"OURO PRETO";"INSTITUTO DE FILOSOFIA, ARTES E CULTURA";"FILOSOFIA-FIL";"LICENCIATURA";"PRESENCIAL";2
2005;2;"OURO PRETO";"INSTITUTO DE FILOSOFIA, ARTES E CULTURA";"FILOSOFIA-FIL";"BACHARELADO";"PRESENCIAL";4
2005;2;"OURO PRETO";"INSTITUTO DE FILOSOFIA, ARTES E CULTURA";"MUSICA-MUS";"";"PRESENCIAL";5
2006;1;"MARIANA";"INSTITUTO DE CIENCIAS HUMANAS E SOCIAIS";"HISTORIA-HIS";"BACHARELADO";"PRESENCIAL";9
2006;1;"MARIANA";"INSTITUTO DE CIENCIAS HUMANAS E SOCIAIS";"HISTORIA-HIS";"LICENCIATURA";"PRESENCIAL";37
2006;1;"MARIANA";"INSTITUTO DE CIENCIAS HUMANAS E SOCIAIS";"LETRAS-LET";"LICENCIATURA EM LINGUA PORTUGUESA";"PRESENCIAL";27
2006;1;"MARIANA";"INSTITUTO DE CIENCIAS HUMANAS E SOCIAIS";"LETRAS-LET";"BACHARELADO EM TRADUCAO";"PRESENCIAL";4
2006;1;"MARIANA";"INSTITUTO DE CIENCIAS HUMANAS E SOCIAIS";"LETRAS-LET";"LICENCIATURA EM LINGUA INGLESA";"PRESENCIAL";16
2006;1;"MARIANA";"INSTITUTO DE CIENCIAS HUMANAS E SOCIAIS";"LETRAS-LET";"BACHARELADO EM ESTUDOS LINGUISTICOS";"PRESENCIAL";2
2006;1;"OURO PRETO";"ESCOLA DE DIREITO, TURISMO E MUSEOLOGIA";"DIREITO-DIR";"";"PRESENCIAL";21
2006;1;"OURO PRETO";"ESCOLA DE DIREITO, TURISMO E MUSEOLOGIA";"TURISMO-TUR";"";"PRESENCIAL";15
2006;1;"OURO PRETO";"ESCOLA DE FARMACIA";"FARMACIA-FAR";"";"PRESENCIAL";40
2006;1;"OURO PRETO";"ESCOLA DE FARMACIA";"FARMACIA-FAR";"ANALISES CLINICAS";"PRESENCIAL";20
2006;1;"OURO PRETO";"ESCOLA DE FARMACIA";"FARMACIA-FAR";"INDUSTRIA";"PRESENCIAL";6
2006;1;"OURO PRETO";"ESCOLA DE MINAS";"ENGENHARIA AMBIENTAL-AMB";"";"PRESENCIAL";31
2006;1;"OURO PRETO";"ESCOLA DE MINAS";"ENGENHARIA CIVIL-CIV";"";"PRESENCIAL";22
2006;1;"OURO PRETO";"ESCOLA DE MINAS";"ENGENHARIA DE CONTROLE E AUTOMACAO-AUT";"";"PRESENCIAL";16
2006;1;"OURO PRETO";"ESCOLA DE MINAS";"ENGENHARIA DE MINAS-MIN";"";"PRESENCIAL";12
2006;1;"OURO PRETO";"ESCOLA DE MINAS";"ENGENHARIA DE PRODUCAO-PRO";"";"PRESENCIAL";5
2006;1;"OURO PRETO";"ESCOLA DE MINAS";"ENGENHARIA GEOLOGICA-GEO";"";"PRESENCIAL";13
2006;1;"OURO PRETO";"ESCOLA DE MINAS";"ENGENHARIA METALURGICA-MET";"";"PRESENCIAL";14
2006;1;"OURO PRETO";"ESCOLA DE NUTRICAO";"NUTRICAO-NUT";"";"PRESENCIAL";25
2006;1;"OURO PRETO";"INSTITUTO DE CIENCIAS EXATAS E BIOLOGICAS";"CIENCIA DA COMPUTACAO-COM";"";"PRESENCIAL";8
2006;1;"OURO PRETO";"INSTITUTO DE CIENCIAS EXATAS E BIOLOGICAS";"CIENCIAS BIOLOGICAS-CBI";"BACHARELADO";"PRESENCIAL";7
2006;1;"OURO PRETO";"INSTITUTO DE CIENCIAS EXATAS E BIOLOGICAS";"CIENCIAS BIOLOGICAS-CBI";"LICENCIATURA";"PRESENCIAL";11
2006;1;"OURO PRETO";"INSTITUTO DE CIENCIAS EXATAS E BIOLOGICAS";"FISICA-FIS";"";"PRESENCIAL";1
2006;1;"OURO PRETO";"INSTITUTO DE CIENCIAS EXATAS E BIOLOGICAS";"LICENCIATURA CIENCIAS NATUREZA E MATEMATICA-CSB";"";"PRESENCIAL";1
2006;1;"OURO PRETO";"INSTITUTO DE CIENCIAS EXATAS E BIOLOGICAS";"MATEMATICA-MAT";"LICENCIATURA";"PRESENCIAL";14
2006;1;"OURO PRETO";"INSTITUTO DE CIENCIAS EXATAS E BIOLOGICAS";"QUIMICA INDUSTRIAL-QUI";"";"PRESENCIAL";8
2006;1;"OURO PRETO";"INSTITUTO DE FILOSOFIA, ARTES E CULTURA";"ARTES CENICAS-ACE";"LICENCIATURA";"PRESENCIAL";12
2006;1;"OURO PRETO";"INSTITUTO DE FILOSOFIA, ARTES E CULTURA";"ARTES CENICAS-ACE";"DIRECAO TEATRAL";"PRESENCIAL";1
2006;1;"OURO PRETO";"INSTITUTO DE FILOSOFIA, ARTES E CULTURA";"FILOSOFIA-FIL";"LICENCIATURA";"PRESENCIAL";4
2006;1;"OURO PRETO";"INSTITUTO DE FILOSOFIA, ARTES E CULTURA";"FILOSOFIA-FIL";"BACHARELADO";"PRESENCIAL";7
2006;1;"OURO PRETO";"INSTITUTO DE FILOSOFIA, ARTES E CULTURA";"MUSICA-MUS";"";"PRESENCIAL";14
2006;2;"MARIANA";"INSTITUTO DE CIENCIAS HUMANAS E SOCIAIS";"HISTORIA-HIS";"BACHARELADO";"PRESENCIAL";9
2006;2;"MARIANA";"INSTITUTO DE CIENCIAS HUMANAS E SOCIAIS";"HISTORIA-HIS";"LICENCIATURA";"PRESENCIAL";22
2006;2;"MARIANA";"INSTITUTO DE CIENCIAS HUMANAS E SOCIAIS";"LETRAS-LET";"BACHARELADO EM ESTUDOS LINGUISTICOS";"PRESENCIAL";2
2006;2;"MARIANA";"INSTITUTO DE CIENCIAS HUMANAS E SOCIAIS";"LETRAS-LET";"LICENCIATURA EM LINGUA PORTUGUESA";"PRESENCIAL";21
2006;2;"MARIANA";"INSTITUTO DE CIENCIAS HUMANAS E SOCIAIS";"LETRAS-LET";"BACHARELADO EM ESTUDOS LITERARIOS";"PRESENCIAL";3
2006;2;"MARIANA";"INSTITUTO DE CIENCIAS HUMANAS E SOCIAIS";"LETRAS-LET";"BACHARELADO EM TRADUCAO";"PRESENCIAL";2
2006;2;"MARIANA";"INSTITUTO DE CIENCIAS HUMANAS E SOCIAIS";"LETRAS-LET";"LICENCIATURA EM LINGUA INGLESA";"PRESENCIAL";11
2006;2;"OURO PRETO";"CENTRO DE EDUCACAO ABERTA E A DISTANCIA";"LICENCIATURA EM EDUCACAO BASICA - ANOS INICIAIS-D01";"";"DISTANCIA";692
2006;2;"OURO PRETO";"ESCOLA DE DIREITO, TURISMO E MUSEOLOGIA";"DIREITO-DIR";"";"PRESENCIAL";31
2006;2;"OURO PRETO";"ESCOLA DE DIREITO, TURISMO E MUSEOLOGIA";"TURISMO-TUR";"";"PRESENCIAL";4
2006;2;"OURO PRETO";"ESCOLA DE FARMACIA";"FARMACIA-FAR";"";"PRESENCIAL";45
2006;2;"OURO PRETO";"ESCOLA DE FARMACIA";"FARMACIA-FAR";"ANALISES CLINICAS";"PRESENCIAL";34
2006;2;"OURO PRETO";"ESCOLA DE FARMACIA";"FARMACIA-FAR";"INDUSTRIA";"PRESENCIAL";11
2006;2;"OURO PRETO";"ESCOLA DE MINAS";"ENGENHARIA AMBIENTAL-AMB";"";"PRESENCIAL";3
2006;2;"OURO PRETO";"ESCOLA DE MINAS";"ENGENHARIA CIVIL-CIV";"";"PRESENCIAL";15
2006;2;"OURO PRETO";"ESCOLA DE MINAS";"ENGENHARIA DE CONTROLE E AUTOMACAO-AUT";"";"PRESENCIAL";4
2006;2;"OURO PRETO";"ESCOLA DE MINAS";"ENGENHARIA DE MINAS-MIN";"";"PRESENCIAL";23
2006;2;"OURO PRETO";"ESCOLA DE MINAS";"ENGENHARIA DE PRODUCAO-PRO";"";"PRESENCIAL";14
2006;2;"OURO PRETO";"ESCOLA DE MINAS";"ENGENHARIA GEOLOGICA-GEO";"";"PRESENCIAL";16
2006;2;"OURO PRETO";"ESCOLA DE MINAS";"ENGENHARIA METALURGICA-MET";"";"PRESENCIAL";19
2006;2;"OURO PRETO";"ESCOLA DE NUTRICAO";"NUTRICAO-NUT";"";"PRESENCIAL";31
2006;2;"OURO PRETO";"INSTITUTO DE CIENCIAS EXATAS E BIOLOGICAS";"CIENCIA DA COMPUTACAO-COM";"";"PRESENCIAL";18
2006;2;"OURO PRETO";"INSTITUTO DE CIENCIAS EXATAS E BIOLOGICAS";"CIENCIAS BIOLOGICAS-CBI";"BACHARELADO";"PRESENCIAL";20
2006;2;"OURO PRETO";"INSTITUTO DE CIENCIAS EXATAS E BIOLOGICAS";"CIENCIAS BIOLOGICAS-CBI";"LICENCIATURA";"PRESENCIAL";23
2006;2;"OURO PRETO";"INSTITUTO DE CIENCIAS EXATAS E BIOLOGICAS";"FISICA-FIS";"";"PRESENCIAL";7
2006;2;"OURO PRETO";"INSTITUTO DE CIENCIAS EXATAS E BIOLOGICAS";"MATEMATICA - ITABIRITO-MIT";"";"PRESENCIAL";13
2006;2;"OURO PRETO";"INSTITUTO DE CIENCIAS EXATAS E BIOLOGICAS";"MATEMATICA-MAT";"LICENCIATURA";"PRESENCIAL";10
2006;2;"OURO PRETO";"INSTITUTO DE CIENCIAS EXATAS E BIOLOGICAS";"QUIMICA INDUSTRIAL-QUI";"";"PRESENCIAL";8
2006;2;"OURO PRETO";"INSTITUTO DE FILOSOFIA, ARTES E CULTURA";"ARTES CENICAS-ACE";"DIRECAO TEATRAL";"PRESENCIAL";19
2006;2;"OURO PRETO";"INSTITUTO DE FILOSOFIA, ARTES E CULTURA";"ARTES CENICAS-ACE";"INTERPRETACAO";"PRESENCIAL";1
2006;2;"OURO PRETO";"INSTITUTO DE FILOSOFIA, ARTES E CULTURA";"ARTES CENICAS-ACE";"LICENCIATURA";"PRESENCIAL";28
2006;2;"OURO PRETO";"INSTITUTO DE FILOSOFIA, ARTES E CULTURA";"FILOSOFIA-FIL";"LICENCIATURA";"PRESENCIAL";9
